numbers,structural_score,meta_ensemble_score,roi_score,final_score,sum,odd,low,consecutive,range,freq_full,freq_240,freq_120,freq_60,pair_score,bayes_score,zone_1_9,zone_10_18,zone_19_27,zone_28_37,mc_expected_payout,mc_expected_roi,mc_prob_1等,mc_prob_2等,mc_prob_3等,mc_prob_4等,mc_prob_5等,mc_prob_6等,mc_prob_外れ,ensemble_weight_structural
01 06 07 08 18 29 34,97.60205907,97.60205907,-7.07333333,188.13078481,103.0,3.0,5.0,2.0,33.0,153.22971491,103.47590057,75.1823532,47.975748,79.32292212,1.44117977,4.0,1.0,0.0,2.0,87.8,-0.70733333,0.0,0.0,0.0,0.002,0.016,0.034,0.948,1.0
01 08 15 21 22 24 29,97.71747275,97.71747275,-7.37333333,188.06161216,120.0,4.0,3.0,1.0,28.0,147.07225882,100.03706923,74.54420272,50.39067866,69.43541147,1.38308848,2.0,1.0,3.0,1.0,78.8,-0.73733333,0.0,0.0,0.0,0.002,0.016,0.025,0.957,1.0
01 06 07 09 13 18 36,97.68856941,97.68856941,-7.34333333,188.03380549,90.0,4.0,6.0,1.0,35.0,152.11330507,103.96711698,76.58205695,51.68158364,72.69428361,1.42458226,4.0,2.0,0.0,1.0,79.7,-0.73433333,0.0,0.0,0.0,0.001,0.024,0.024,0.951,1.0
09 14 22 23 26 29 36,97.86165361,97.86165361,-7.72333333,187.99997389,159.0,3.0,2.0,1.0,27.0,153.29217732,103.98965218,76.47606178,50.29382094,77.3150276,1.42043288,1.0,1.0,3.0,2.0,68.3,-0.77233333,0.0,0.0,0.0,0.001,0.016,0.027,0.956,1.0
10 13 17 22 29 30 34,97.28461427,97.28461427,-6.58,187.98922855,155.0,3.0,3.0,1.0,24.0,151.27400613,100.35289048,71.82446723,47.33936035,68.31475045,1.42873164,0.0,3.0,1.0,3.0,102.6,-0.658,0.0,0.0,0.0,0.004,0.017,0.022,0.957,1.0
09 12 14 16 27 34 35,97.72153425,97.72153425,-7.48,187.96306849,147.0,3.0,4.0,1.0,26.0,150.60769181,102.08142618,74.41390654,47.4932941,70.31060492,1.38308848,1.0,3.0,1.0,2.0,75.6,-0.748,0.0,0.0,0.0,0.002,0.012,0.029,0.957,1.0
01 06 07 08 18 29 33,97.09315071,97.09315071,-6.23333333,187.95296809,102.0,4.0,5.0,2.0,32.0,151.00573872,103.06920909,75.90154571,50.37455315,75.96547013,1.40798475,4.0,1.0,0.0,2.0,113.0,-0.62333333,0.0,0.0,0.0,0.004,0.02,0.027,0.949,1.0
01 06 07 09 14 18 35,97.82337588,97.82337588,-7.70333333,187.94341843,90.0,4.0,6.0,1.0,34.0,152.87263663,104.79131792,77.53406292,51.99942966,74.42843691,1.39553662,4.0,2.0,0.0,1.0,68.9,-0.77033333,0.0,0.0,0.0,0.001,0.018,0.024,0.957,1.0
01 06 07 09 14 26 36,97.58765245,97.58765245,-7.23666667,187.93863823,99.0,3.0,5.0,1.0,35.0,151.04118696,103.6091434,76.98953011,51.96603037,74.7339215,1.40383537,4.0,1.0,1.0,1.0,82.9,-0.72366667,0.0,0.0,0.0,0.001,0.023,0.029,0.947,1.0
01 06 07 09 12 19 33,97.48897186,97.48897186,-7.04333333,187.93461039,87.0,5.0,5.0,1.0,32.0,155.14716351,108.02253752,80.72353714,54.50598733,83.96321388,1.4162835,4.0,1.0,1.0,1.0,88.7,-0.70433333,0.0,0.0,0.0,0.001,0.029,0.024,0.946,1.0
01 06 07 08 19 20 34,97.6201105,97.6201105,-7.30666667,187.93355434,95.0,3.0,4.0,3.0,33.0,148.75619289,101.28543037,74.24661458,48.76540359,79.08582241,1.39968599,4.0,0.0,2.0,1.0,80.8,-0.73066667,0.0,0.0,0.0,0.002,0.011,0.036,0.951,1.0
01 06 07 08 09 20 35,97.67825106,97.67825106,-7.54333333,187.81316879,86.0,4.0,5.0,3.0,34.0,151.68463002,104.84047631,78.4402979,53.0988046,83.97105779,1.38308848,5.0,0.0,1.0,1.0,73.7,-0.75433333,0.0,0.0,0.0,0.001,0.019,0.027,0.953,1.0
01 06 07 08 17 29 34,97.30804181,97.30804181,-6.82333333,187.79275029,102.0,4.0,5.0,2.0,33.0,152.25367134,103.21262123,75.41411075,49.75376155,75.35821861,1.43288101,4.0,1.0,0.0,2.0,95.3,-0.68233333,0.0,0.0,0.0,0.003,0.016,0.029,0.952,1.0
07 10 14 18 22 23 35,97.76580145,97.76580145,-7.74,187.79160289,129.0,3.0,4.0,1.0,28.0,149.79361447,101.99466164,75.30117219,49.77811099,69.35313709,1.35819222,1.0,3.0,2.0,1.0,67.8,-0.774,0.0,0.0,0.0,0.002,0.011,0.023,0.964,1.0
01 06 07 09 12 19 35,97.98622793,97.98622793,-8.2,187.77245586,89.0,5.0,5.0,1.0,34.0,155.83146254,108.23329,80.90011174,54.3604505,87.5426444,1.4162835,4.0,1.0,1.0,1.0,54.0,-0.82,0.0,0.0,0.0,0.0,0.015,0.027,0.958,1.0
01 06 07 09 13 14 36,97.81839941,97.81839941,-7.91333333,187.72346548,86.0,4.0,6.0,2.0,35.0,150.96153523,103.49380624,76.64282576,52.28137336,75.01913889,1.4162835,4.0,2.0,0.0,1.0,62.6,-0.79133333,0.0,0.0,0.0,0.0,0.022,0.023,0.955,1.0
01 06 07 09 12 16 29,97.52849894,97.52849894,-7.33666667,187.72033121,80.0,4.0,6.0,1.0,28.0,156.77966527,109.01778795,81.52722799,54.59374854,87.89854312,1.4162835,4.0,2.0,0.0,1.0,79.9,-0.73366667,0.0,0.0,0.0,0.001,0.018,0.035,0.946,1.0
01 06 07 09 14 18 34,97.79195415,97.79195415,-7.87666667,187.70724163,89.0,3.0,6.0,1.0,33.0,154.41231378,104.98725691,76.63829582,49.74616133,73.84750812,1.42873164,4.0,2.0,0.0,1.0,63.7,-0.78766667,0.0,0.0,0.0,0.001,0.014,0.026,0.959,1.0
01 07 09 13 15 22 29,97.60003916,97.60003916,-7.54666667,187.65341165,96.0,6.0,5.0,0.0,28.0,157.96262213,107.08634261,78.43759594,52.36447564,81.33948572,1.49927106,3.0,2.0,1.0,1.0,73.6,-0.75466667,0.0,0.0,0.0,0.0,0.022,0.034,0.944,1.0
01 08 14 16 19 29 36,97.13163243,97.13163243,-6.62666667,187.63659818,123.0,3.0,4.0,0.0,35.0,146.70150312,99.0395292,72.28591787,47.90052331,72.02882154,1.40383537,2.0,2.0,1.0,2.0,101.2,-0.66266667,0.0,0.0,0.0,0.002,0.024,0.033,0.941,1.0
01 06 07 09 14 16 34,97.46614998,97.46614998,-7.38,187.55229995,87.0,3.0,6.0,1.0,33.0,151.62744088,104.03220663,76.91178584,51.38082429,76.74358162,1.38723786,4.0,2.0,0.0,1.0,78.6,-0.738,0.0,0.0,0.0,0.002,0.017,0.023,0.958,1.0
02 12 16 18 19 22 33,96.89094492,96.89094492,-6.23666667,187.54522317,122.0,2.0,4.0,1.0,31.0,151.78595946,104.85505433,77.58511045,52.60740073,73.73909392,1.39553662,1.0,3.0,2.0,1.0,112.9,-0.62366667,0.0,0.0,0.0,0.003,0.023,0.034,0.94,1.0
01 06 07 09 13 16 34,97.4256406,97.4256406,-7.31666667,187.53461454,86.0,4.0,6.0,1.0,33.0,150.78518464,103.0458555,75.9309701,51.10989472,79.57269124,1.39553662,4.0,2.0,0.0,1.0,80.5,-0.73166667,0.0,0.0,0.0,0.001,0.02,0.032,0.947,1.0
01 06 07 08 26 33 34,97.2105799,97.2105799,-6.89666667,187.52449312,115.0,3.0,4.0,3.0,33.0,148.893745,101.36260127,74.71582979,49.24498614,75.11858455,1.39138724,4.0,0.0,1.0,2.0,93.1,-0.68966667,0.0,0.0,0.0,0.003,0.017,0.025,0.955,1.0
01 06 07 08 14 29 36,97.65701742,97.65701742,-7.83,187.48403485,101.0,3.0,5.0,2.0,35.0,150.6211926,102.96880102,76.16769888,50.78188959,77.56547426,1.42043288,4.0,1.0,0.0,2.0,65.1,-0.783,0.0,0.0,0.0,0.001,0.017,0.022,0.96,1.0
01 06 07 09 14 19 34,97.26518288,97.26518288,-7.11666667,187.4136991,90.0,4.0,5.0,1.0,33.0,152.41653468,103.80593079,76.00127582,50.0373421,73.45223031,1.42458226,4.0,1.0,1.0,1.0,86.5,-0.71166667,0.0,0.0,0.0,0.001,0.02,0.038,0.941,1.0
01 06 07 09 14 20 36,97.61385431,97.61385431,-7.81666667,187.41104195,93.0,3.0,5.0,1.0,35.0,151.01090478,104.20707231,77.41572349,52.27710108,74.37491986,1.39138724,4.0,1.0,1.0,1.0,65.5,-0.78166667,0.0,0.0,0.0,0.001,0.01,0.035,0.954,1.0
01 06 07 09 14 26 34,97.32983961,97.32983961,-7.25333333,187.40634588,97.0,3.0,5.0,1.0,33.0,152.49793943,103.64293221,76.06495324,49.7596785,76.04385397,1.4162835,4.0,1.0,1.0,1.0,82.4,-0.72533333,0.0,0.0,0.0,0.002,0.018,0.025,0.955,1.0
01 06 07 09 14 20 34,97.53634949,97.53634949,-7.7,187.37269897,91.0,3.0,5.0,1.0,33.0,152.46765725,104.24086111,76.49114662,50.0707492,77.18741916,1.40383537,4.0,1.0,1.0,1.0,69.0,-0.77,0.0,0.0,0.0,0.0,0.02,0.033,0.947,1.0
01 06 07 08 18 29 36,97.51755289,97.51755289,-7.66333333,187.37177244,105.0,3.0,5.0,2.0,35.0,151.77296244,103.44211176,76.10693007,50.18209987,75.16033108,1.42873164,4.0,1.0,0.0,2.0,70.1,-0.76633333,0.0,0.0,0.0,0.001,0.017,0.027,0.955,1.0
01 06 07 08 14 17 35,97.18247296,97.18247296,-7.00333333,187.36161259,88.0,4.0,6.0,2.0,34.0,149.02913796,102.28062322,76.21907724,52.78070654,78.52187031,1.37893911,4.0,2.0,0.0,1.0,89.9,-0.70033333,0.0,0.0,0.0,0.001,0.023,0.036,0.94,1.0
01 06 07 09 12 14 34,97.41255044,97.41255044,-7.46666667,187.35843421,83.0,3.0,6.0,1.0,33.0,158.21514896,109.13724437,80.70213343,52.41579112,86.35804025,1.44532915,4.0,2.0,0.0,1.0,76.0,-0.74666667,0.0,0.0,0.0,0.002,0.015,0.024,0.959,1.0
01 06 07 09 10 29 34,97.77705817,97.77705817,-8.22666667,187.32744968,96.0,4.0,5.0,2.0,33.0,154.10910225,104.89416041,76.8443025,49.47258022,76.71036569,1.41213413,4.0,1.0,0.0,2.0,53.2,-0.82266667,0.0,0.0,0.0,0.0,0.019,0.019,0.962,1.0
01 06 07 09 10 18 36,97.46690865,97.46690865,-7.62,187.31381729,87.0,3.0,6.0,2.0,35.0,152.11926341,104.59762334,77.61730994,51.85281905,73.31545261,1.38723786,4.0,2.0,0.0,1.0,71.4,-0.762,0.0,0.0,0.0,0.002,0.013,0.023,0.962,1.0
01 06 07 09 12 13 36,97.10972804,97.10972804,-6.90666667,187.31278941,84.0,4.0,6.0,2.0,35.0,155.91614025,108.11710444,80.64589456,54.35121343,83.2650574,1.44117977,4.0,2.0,0.0,1.0,92.8,-0.69066667,0.0,0.0,0.0,0.002,0.021,0.03,0.947,1.0
01 06 07 08 16 22 36,97.16902638,97.16902638,-7.02666667,187.3113861,96.0,2.0,5.0,2.0,35.0,153.53465861,107.51683593,81.77611032,57.88338922,77.98649723,1.39553662,4.0,1.0,1.0,1.0,89.2,-0.70266667,0.0,0.0,0.0,0.002,0.019,0.03,0.949,1.0
01 06 07 09 12 15 35,97.29389862,97.29389862,-7.29666667,187.29113058,85.0,5.0,6.0,1.0,34.0,156.41809208,108.153745,80.69802843,53.5816783,82.96634987,1.42043288,4.0,2.0,0.0,1.0,81.1,-0.72966667,0.0,0.0,0.0,0.001,0.022,0.029,0.948,1.0
01 06 07 08 17 20 29,97.04628567,97.04628567,-6.82,187.27257134,88.0,4.0,5.0,2.0,28.0,149.9735478,102.56576027,75.72776547,51.39532054,76.66766887,1.39968599,4.0,1.0,1.0,1.0,95.4,-0.682,0.0,0.0,0.0,0.002,0.023,0.029,0.946,1.0
01 06 07 09 13 20 36,97.0960235,97.0960235,-6.92333333,187.26871367,92.0,4.0,5.0,1.0,35.0,150.16864854,103.22072118,76.43490775,52.00617151,73.2263509,1.39968599,4.0,1.0,1.0,1.0,92.3,-0.69233333,0.0,0.0,0.0,0.001,0.026,0.033,0.94,1.0
01 06 07 08 20 35 36,97.86596102,97.86596102,-8.56,187.17192203,113.0,3.0,4.0,3.0,35.0,148.09100938,102.13749385,76.24317464,51.6168719,75.98000058,1.36649097,4.0,0.0,1.0,2.0,43.2,-0.856,0.0,0.0,0.0,0.0,0.009,0.027,0.964,1.0
01 06 07 09 14 16 33,97.22840533,97.22840533,-7.28666667,187.17014399,86.0,4.0,6.0,1.0,32.0,149.40346469,103.62551516,77.63097835,53.77962945,75.64582727,1.35404284,4.0,2.0,0.0,1.0,81.4,-0.72866667,0.0,0.0,0.0,0.002,0.018,0.024,0.956,1.0
01 04 11 13 22 29 34,97.50004775,97.50004775,-7.84,187.16009549,114.0,4.0,4.0,0.0,33.0,151.24092787,100.65472516,72.22103005,46.37540222,70.95319441,1.42458226,2.0,2.0,1.0,2.0,64.8,-0.784,0.0,0.0,0.0,0.0,0.021,0.027,0.952,1.0
01 06 07 08 09 20 36,97.67527675,97.67527675,-8.20666667,187.14388684,87.0,3.0,5.0,3.0,35.0,151.76755471,105.0026265,78.46910766,53.05188815,80.16881809,1.40383537,5.0,0.0,1.0,1.0,53.8,-0.82066667,0.0,0.0,0.0,0.0,0.021,0.016,0.963,1.0
01 06 07 08 16 22 34,97.22249407,97.22249407,-7.30333333,187.1416548,94.0,2.0,5.0,2.0,33.0,154.99141108,107.55062474,80.85153345,55.67703734,81.89043405,1.40798475,4.0,1.0,1.0,1.0,80.9,-0.73033333,0.0,0.0,0.0,0.001,0.023,0.027,0.949,1.0
01 06 07 09 10 17 36,97.62243348,97.62243348,-8.10333333,187.14153363,86.0,4.0,6.0,2.0,35.0,151.14321984,104.33434399,77.8490675,53.6308326,73.09693325,1.37893911,4.0,2.0,0.0,1.0,56.9,-0.81033333,0.0,0.0,0.0,0.001,0.013,0.021,0.965,1.0
01 06 07 08 09 26 33,97.04741416,97.04741416,-6.96,187.13482833,90.0,4.0,5.0,3.0,32.0,151.03061317,104.03179493,77.83752992,52.93327072,79.85580416,1.39553662,5.0,0.0,1.0,1.0,91.2,-0.696,0.0,0.0,0.0,0.002,0.019,0.032,0.947,1.0
01 06 07 08 18 20 29,97.42529502,97.42529502,-7.73333333,187.1172567,89.0,3.0,5.0,2.0,28.0,150.94959137,102.82903961,75.49600792,49.61730699,81.34063976,1.40798475,4.0,1.0,1.0,1.0,68.0,-0.77333333,0.0,0.0,0.0,0.002,0.01,0.025,0.963,1.0
01 06 07 08 09 26 29,97.73988059,97.73988059,-8.36333333,187.11642784,86.0,4.0,5.0,3.0,28.0,153.45220873,104.80076952,77.73071076,51.67754974,80.11566913,1.43288101,5.0,0.0,1.0,1.0,49.1,-0.83633333,0.0,0.0,0.0,0.001,0.007,0.024,0.968,1.0
01 06 07 08 26 35 36,97.45985716,97.45985716,-7.80333333,187.11638099,119.0,3.0,4.0,3.0,35.0,148.12129155,101.53956494,75.81698126,51.30580119,73.17315228,1.37893911,4.0,0.0,1.0,2.0,65.9,-0.78033333,0.0,0.0,0.0,0.001,0.018,0.021,0.96,1.0
01 06 07 09 10 18 34,97.16246854,97.16246854,-7.23333333,187.09160375,85.0,3.0,6.0,2.0,33.0,153.57601587,104.63141214,76.69273307,49.64646717,74.23682453,1.39968599,4.0,2.0,0.0,1.0,83.0,-0.72333333,0.0,0.0,0.0,0.002,0.015,0.031,0.952,1.0
01 06 07 08 19 33 34,97.55036985,97.55036985,-8.02333333,187.07740637,108.0,4.0,4.0,3.0,33.0,148.81234025,101.52559985,74.65215237,49.52264975,75.8973499,1.39968599,4.0,0.0,1.0,2.0,59.3,-0.80233333,0.0,0.0,0.0,0.001,0.016,0.018,0.965,1.0
01 06 07 09 12 13 34,97.10166917,97.10166917,-7.15,187.05333833,82.0,4.0,6.0,2.0,33.0,157.37289272,108.15089324,79.72131769,52.14486155,87.2118285,1.4536279,4.0,2.0,0.0,1.0,85.5,-0.715,0.0,0.0,0.0,0.001,0.025,0.028,0.946,1.0
08 09 12 14 18 29 34,96.97464194,96.97464194,-6.91,187.03928387,124.0,2.0,5.0,1.0,26.0,159.64639238,107.43504932,77.28396328,47.58887452,85.07254351,1.50342043,2.0,3.0,0.0,2.0,92.7,-0.691,0.0,0.0,0.0,0.003,0.019,0.021,0.957,1.0
01 06 07 09 10 22 26,97.14464996,97.14464996,-7.26333333,187.0259666,81.0,3.0,5.0,2.0,25.0,156.40582998,108.679145,82.12745407,56.86969489,82.85006686,1.39968599,4.0,1.0,2.0,0.0,82.1,-0.72633333,0.0,0.0,0.0,0.003,0.007,0.032,0.958,1.0
01 06 07 08 17 29 36,97.43414354,97.43414354,-7.88333333,186.98495375,104.0,4.0,5.0,2.0,35.0,150.79691887,103.17883242,76.33868762,51.96011343,72.95069355,1.42043288,4.0,1.0,0.0,2.0,63.5,-0.78833333,0.0,0.0,0.0,0.001,0.015,0.024,0.96,1.0
01 06 07 08 14 17 34,97.1201286,97.1201286,-7.26,186.98025721,87.0,3.0,6.0,2.0,33.0,150.56881512,102.47656221,75.32331013,50.52743821,77.68325298,1.41213413,4.0,2.0,0.0,1.0,82.2,-0.726,0.0,0.0,0.0,0.002,0.019,0.023,0.956,1.0
02 07 08 22 33 35 37,97.11970595,97.11970595,-7.26666667,186.97274523,144.0,4.0,3.0,1.0,35.0,145.79002211,99.6666056,73.82923782,49.90343233,67.5274081,1.38308848,3.0,0.0,1.0,3.0,82.0,-0.72666667,0.0,0.0,0.0,0.002,0.02,0.021,0.957,1.0
01 06 07 09 14 18 33,97.30051955,97.30051955,-7.63,186.97103909,88.0,4.0,6.0,1.0,32.0,152.1883376,104.58056544,77.35748833,52.14496649,70.63567083,1.39553662,4.0,2.0,0.0,1.0,71.1,-0.763,0.0,0.0,0.0,0.001,0.017,0.028,0.954,1.0
01 06 07 08 15 17 34,96.33675579,96.33675579,-5.71,186.96351158,88.0,4.0,6.0,2.0,33.0,150.31143539,101.68900184,74.42343802,49.44005707,75.09980658,1.42043288,4.0,2.0,0.0,1.0,128.7,-0.571,0.0,0.0,0.0,0.005,0.019,0.032,0.944,1.0
01 06 07 08 19 20 33,97.27950238,97.27950238,-7.63333333,186.92567142,94.0,4.0,4.0,3.0,32.0,146.53221671,100.8787389,74.96580709,51.16420874,77.13087238,1.36649097,4.0,0.0,2.0,1.0,71.0,-0.76333333,0.0,0.0,0.0,0.0,0.02,0.035,0.945,1.0
08 09 13 15 17 22 29,96.75050668,96.75050668,-6.58666667,186.9143467,113.0,5.0,5.0,1.0,21.0,157.36029628,106.16661784,77.64002776,53.14844785,76.53112174,1.49927106,2.0,3.0,1.0,1.0,102.4,-0.65866667,0.0,0.0,0.0,0.002,0.023,0.036,0.939,1.0
01 06 07 09 14 15 36,97.55635263,97.55635263,-8.20666667,186.90603859,88.0,4.0,6.0,2.0,35.0,151.54641175,103.69259699,76.72376939,51.46492178,73.61338842,1.4162835,4.0,2.0,0.0,1.0,53.8,-0.82066667,0.0,0.0,0.0,0.0,0.016,0.025,0.959,1.0
01 06 07 09 12 20 29,97.43217079,97.43217079,-7.96666667,186.89767492,84.0,4.0,5.0,1.0,28.0,157.61988165,109.22644243,81.10658877,53.28367345,85.8435391,1.43288101,4.0,1.0,1.0,1.0,61.0,-0.79666667,0.0,0.0,0.0,0.0,0.02,0.025,0.955,1.0
01 06 07 08 26 34 35,97.53541314,97.53541314,-8.17333333,186.89749294,117.0,3.0,4.0,3.0,34.0,149.57804402,101.57335375,74.89240438,49.09944931,77.26115821,1.39138724,4.0,0.0,1.0,2.0,54.8,-0.81733333,0.0,0.0,0.0,0.0,0.016,0.026,0.958,1.0
12 15 17 22 27 29 33,97.07781162,97.07781162,-7.28666667,186.86895658,155.0,5.0,3.0,0.0,21.0,154.27978205,104.86003129,76.79446416,51.35931053,72.09764856,1.43703039,0.0,3.0,2.0,2.0,81.4,-0.72866667,0.0,0.0,0.0,0.002,0.018,0.024,0.956,1.0
01 08 09 15 18 29 34,97.48532796,97.48532796,-8.12666667,186.84398926,114.0,4.0,5.0,1.0,33.0,155.15386305,102.99179284,73.48589508,45.05226001,80.84985903,1.48267354,3.0,2.0,0.0,2.0,56.2,-0.81266667,0.0,0.0,0.0,0.0,0.014,0.031,0.955,1.0
01 06 07 09 10 26 29,97.17075972,97.17075972,-7.50333333,186.8381861,88.0,4.0,5.0,2.0,28.0,151.8592609,103.64937055,76.73176384,50.80306851,75.72598051,1.39138724,4.0,1.0,1.0,1.0,74.9,-0.75033333,0.0,0.0,0.0,0.001,0.018,0.03,0.951,1.0
05 09 12 18 24 31 36,97.64934661,97.64934661,-8.47333333,186.82535989,135.0,3.0,4.0,0.0,31.0,146.85783016,100.23460744,74.17251046,48.75709361,72.64471927,1.37893911,2.0,2.0,1.0,2.0,45.8,-0.84733333,0.0,0.0,0.0,0.0,0.016,0.017,0.967,1.0
01 06 07 08 09 26 34,97.18716975,97.18716975,-7.56333333,186.81100617,91.0,3.0,5.0,3.0,33.0,153.25458935,104.4384864,77.11833741,50.53446557,80.13698303,1.42873164,5.0,0.0,1.0,1.0,73.1,-0.75633333,0.0,0.0,0.0,0.001,0.017,0.03,0.952,1.0
01 06 07 08 09 26 35,97.49901985,97.49901985,-8.19333333,186.80470637,92.0,4.0,5.0,3.0,34.0,151.71491219,104.24254741,78.01410452,52.78773389,83.05481484,1.39553662,5.0,0.0,1.0,1.0,54.2,-0.81933333,0.0,0.0,0.0,0.0,0.019,0.02,0.961,1.0
01 06 07 08 14 19 36,96.97364521,96.97364521,-7.14333333,186.8039571,91.0,3.0,5.0,2.0,35.0,148.09232711,101.52472663,75.37910945,51.24695731,78.51322766,1.40383537,4.0,1.0,1.0,1.0,85.7,-0.71433333,0.0,0.0,0.0,0.003,0.009,0.032,0.956,1.0
01 06 07 09 10 18 35,97.64930894,97.64930894,-8.50666667,186.79195121,86.0,4.0,6.0,2.0,34.0,152.03633872,104.43547315,77.58850018,51.8997355,78.61290883,1.36649097,4.0,2.0,0.0,1.0,44.8,-0.85066667,0.0,0.0,0.0,0.0,0.016,0.016,0.968,1.0
01 06 07 08 09 35 36,96.75895469,96.75895469,-6.77666667,186.74124271,102.0,4.0,5.0,4.0,35.0,152.50800108,105.45354846,79.05122005,53.66359749,81.8611304,1.40383537,5.0,0.0,0.0,2.0,96.7,-0.67766667,0.0,0.0,0.0,0.003,0.014,0.034,0.949,1.0
07 08 14 15 26 29 34,96.99280455,96.99280455,-7.25,186.7356091,133.0,3.0,4.0,2.0,27.0,149.71117489,98.59460476,70.12462077,43.22207872,73.03395152,1.47022541,2.0,2.0,1.0,2.0,82.5,-0.725,0.0,0.0,0.0,0.001,0.025,0.025,0.949,1.0
01 06 07 08 14 20 29,97.29924369,97.29924369,-7.90333333,186.69515405,85.0,3.0,5.0,2.0,28.0,149.79782153,102.35572887,75.55677672,50.2170967,81.53315076,1.39968599,4.0,1.0,1.0,1.0,62.9,-0.79033333,0.0,0.0,0.0,0.001,0.013,0.027,0.959,1.0
01 06 07 09 14 16 35,97.23536586,97.23536586,-7.77666667,186.69406505,88.0,4.0,6.0,1.0,34.0,150.08776372,103.83626764,77.80755295,53.63409262,75.13946166,1.35404284,4.0,2.0,0.0,1.0,66.7,-0.77766667,0.0,0.0,0.0,0.001,0.014,0.029,0.956,1.0
01 06 07 09 15 16 34,97.32135831,97.32135831,-7.97666667,186.66604995,88.0,4.0,6.0,2.0,33.0,151.37006115,103.24464625,76.01191373,50.29344315,79.48164479,1.39553662,4.0,2.0,0.0,1.0,60.7,-0.79766667,0.0,0.0,0.0,0.001,0.019,0.014,0.966,1.0
01 06 07 09 12 14 35,97.10172952,97.10172952,-7.54,186.66345904,84.0,4.0,6.0,1.0,34.0,156.6754718,108.94130538,81.59790054,54.66905945,83.80916916,1.41213413,4.0,2.0,0.0,1.0,73.8,-0.754,0.0,0.0,0.0,0.002,0.016,0.02,0.962,1.0
01 06 07 09 13 26 34,96.94205204,96.94205204,-7.24333333,186.64077075,96.0,4.0,5.0,1.0,33.0,151.65568319,102.65658108,75.0841375,49.48874892,75.97897868,1.42458226,4.0,1.0,1.0,1.0,82.7,-0.72433333,0.0,0.0,0.0,0.001,0.019,0.036,0.944,1.0
01 06 07 09 13 16 36,97.59767641,97.59767641,-8.56,186.63535282,88.0,4.0,6.0,1.0,35.0,149.32843217,103.0120667,76.85554697,53.3162466,77.54795016,1.38308848,4.0,2.0,0.0,1.0,43.2,-0.856,0.0,0.0,0.0,0.0,0.014,0.018,0.968,1.0
01 06 07 08 14 17 36,97.42681714,97.42681714,-8.23333333,186.62030095,89.0,3.0,6.0,2.0,35.0,149.11206265,102.44277341,76.247887,52.73379009,76.780618,1.39968599,4.0,2.0,0.0,1.0,53.0,-0.82333333,0.0,0.0,0.0,0.0,0.015,0.026,0.959,1.0
01 06 07 08 18 22 26,97.10420989,97.10420989,-7.59,186.61841978,88.0,2.0,5.0,2.0,25.0,155.52644263,107.26088516,80.46550477,55.37286267,79.36172626,1.42873164,4.0,1.0,2.0,0.0,72.3,-0.759,0.0,0.0,0.0,0.001,0.021,0.022,0.956,1.0
01 06 07 08 17 19 36,96.96792851,96.96792851,-7.33666667,186.59919035,94.0,4.0,5.0,2.0,35.0,148.26805339,101.73475803,75.5500982,52.42518114,75.70809007,1.40383537,4.0,1.0,1.0,1.0,79.9,-0.73366667,0.0,0.0,0.0,0.001,0.023,0.026,0.95,1.0
01 06 07 08 14 29 35,97.39915118,97.39915118,-8.2,186.59830235,100.0,4.0,5.0,2.0,34.0,150.53826791,102.80665083,76.13888912,50.82880604,79.19404267,1.39968599,4.0,1.0,0.0,2.0,54.0,-0.82,0.0,0.0,0.0,0.0,0.015,0.027,0.958,1.0
01 06 07 09 14 20 33,96.92527862,96.92527862,-7.25333333,186.59722391,90.0,4.0,5.0,1.0,32.0,150.24368107,103.83416964,77.21033913,52.46955436,72.97861299,1.37064035,4.0,1.0,1.0,1.0,82.4,-0.72533333,0.0,0.0,0.0,0.002,0.013,0.034,0.951,1.0
06 10 12 14 15 18 22,97.10172777,97.10172777,-7.62666667,186.57678888,97.0,1.0,6.0,1.0,16.0,157.85862256,108.89092762,81.18192484,54.89807421,78.01014416,1.41213413,1.0,5.0,1.0,0.0,71.2,-0.76266667,0.0,0.0,0.0,0.002,0.014,0.021,0.963,1.0
01 06 07 08 34 35 36,96.82605974,96.82605974,-7.08666667,186.5654528,127.0,3.0,4.0,4.0,35.0,150.37113291,102.7843548,75.92951992,49.97531291,76.32340511,1.39968599,4.0,0.0,0.0,3.0,87.4,-0.70866667,0.0,0.0,0.0,0.002,0.023,0.021,0.954,1.0
01 06 07 08 17 20 36,96.59624928,96.59624928,-6.65666667,186.5358319,95.0,3.0,5.0,2.0,35.0,148.31917596,102.16968835,76.039969,52.45858824,74.08623036,1.38308848,4.0,1.0,1.0,1.0,100.3,-0.66566667,0.0,0.0,0.0,0.003,0.021,0.025,0.951,1.0
01 06 07 09 12 14 33,96.86224857,96.86224857,-7.20333333,186.52116381,82.0,4.0,6.0,1.0,32.0,155.99117278,108.7305529,81.42132594,54.81459628,82.93342021,1.41213413,4.0,2.0,0.0,1.0,83.9,-0.72033333,0.0,0.0,0.0,0.001,0.023,0.03,0.946,1.0
01 06 07 08 12 18 34,96.77716627,96.77716627,-7.03333333,186.52099921,86.0,2.0,6.0,2.0,33.0,156.4994637,107.36313976,79.09462138,50.81926473,84.10241759,1.44532915,4.0,2.0,0.0,1.0,89.0,-0.70333333,0.0,0.0,0.0,0.002,0.015,0.037,0.946,1.0
